中曆紀日	西曆紀日	正朔組	舊年號	新年號
0956-12C-14	0737-01-19	正朔一	开元二十五年	开元二十四年
0956-12C-15	0737-01-20	正朔一	开元二十五年	开元二十四年
0956-12C-16	0737-01-21	正朔一	开元二十五年	开元二十四年
0956-12C-17	0737-01-22	正朔一	开元二十五年	开元二十四年
0956-12C-18	0737-01-23	正朔一	开元二十五年	开元二十四年
0956-12C-19	0737-01-24	正朔一	开元二十五年	开元二十四年
0956-12C-20	0737-01-25	正朔一	开元二十五年	开元二十四年
0956-12C-21	0737-01-26	正朔一	开元二十五年	开元二十四年
0956-12C-22	0737-01-27	正朔一	开元二十五年	开元二十四年
0956-12C-23	0737-01-28	正朔一	开元二十五年	开元二十四年
0956-12C-24	0737-01-29	正朔一	开元二十五年	开元二十四年
0956-12C-25	0737-01-30	正朔一	开元二十五年	开元二十四年
0956-12C-26	0737-01-31	正朔一	开元二十五年	开元二十四年
0956-12C-27	0737-02-01	正朔一	开元二十五年	开元二十四年
0956-12C-28	0737-02-02	正朔一	开元二十五年	开元二十四年
0956-12C-29	0737-02-03	正朔一	开元二十五年	开元二十四年
0957-12C-07	0738-01-01	正朔一	开元二十六年	开元二十五年
0957-12C-08	0738-01-02	正朔一	开元二十六年	开元二十五年
0957-12C-09	0738-01-03	正朔一	开元二十六年	开元二十五年
0957-12C-10	0738-01-04	正朔一	开元二十六年	开元二十五年
0957-12C-11	0738-01-05	正朔一	开元二十六年	开元二十五年
0957-12C-12	0738-01-06	正朔一	开元二十六年	开元二十五年
0957-12C-13	0738-01-07	正朔一	开元二十六年	开元二十五年
0957-12C-14	0738-01-08	正朔一	开元二十六年	开元二十五年
0957-12C-15	0738-01-09	正朔一	开元二十六年	开元二十五年
0957-12C-16	0738-01-10	正朔一	开元二十六年	开元二十五年
0957-12C-17	0738-01-11	正朔一	开元二十六年	开元二十五年
0957-12C-18	0738-01-12	正朔一	开元二十六年	开元二十五年
0957-12C-19	0738-01-13	正朔一	开元二十六年	开元二十五年
0957-12C-20	0738-01-14	正朔一	开元二十六年	开元二十五年
0957-12C-21	0738-01-15	正朔一	开元二十六年	开元二十五年
0957-12C-22	0738-01-16	正朔一	开元二十六年	开元二十五年
0957-12C-23	0738-01-17	正朔一	开元二十六年	开元二十五年
0957-12C-24	0738-01-18	正朔一	开元二十六年	开元二十五年
0957-12C-25	0738-01-19	正朔一	开元二十六年	开元二十五年
0957-12C-26	0738-01-20	正朔一	开元二十六年	开元二十五年
0957-12C-27	0738-01-21	正朔一	开元二十六年	开元二十五年
0957-12C-28	0738-01-22	正朔一	开元二十六年	开元二十五年
0957-12C-29	0738-01-23	正朔一	开元二十六年	开元二十五年
0957-12C-30	0738-01-24	正朔一	开元二十六年	开元二十五年
0958-11C-17	0739-01-01	正朔一	开元二十七年	开元二十六年
0958-11C-18	0739-01-02	正朔一	开元二十七年	开元二十六年
0958-11C-19	0739-01-03	正朔一	开元二十七年	开元二十六年
0958-11C-20	0739-01-04	正朔一	开元二十七年	开元二十六年
0958-11C-21	0739-01-05	正朔一	开元二十七年	开元二十六年
0958-11C-22	0739-01-06	正朔一	开元二十七年	开元二十六年
0958-11C-23	0739-01-07	正朔一	开元二十七年	开元二十六年
0958-11C-24	0739-01-08	正朔一	开元二十七年	开元二十六年
0958-11C-25	0739-01-09	正朔一	开元二十七年	开元二十六年
0958-11C-26	0739-01-10	正朔一	开元二十七年	开元二十六年
0958-11C-27	0739-01-11	正朔一	开元二十七年	开元二十六年
0958-11C-28	0739-01-12	正朔一	开元二十七年	开元二十六年
0958-11C-29	0739-01-13	正朔一	开元二十七年	开元二十六年
0958-12C-01	0739-01-14	正朔一	开元二十七年	开元二十六年
0958-12C-02	0739-01-15	正朔一	开元二十七年	开元二十六年
0958-12C-03	0739-01-16	正朔一	开元二十七年	开元二十六年
0958-12C-04	0739-01-17	正朔一	开元二十七年	开元二十六年
0958-12C-05	0739-01-18	正朔一	开元二十七年	开元二十六年
0958-12C-06	0739-01-19	正朔一	开元二十七年	开元二十六年
0958-12C-07	0739-01-20	正朔一	开元二十七年	开元二十六年
0958-12C-08	0739-01-21	正朔一	开元二十七年	开元二十六年
0958-12C-09	0739-01-22	正朔一	开元二十七年	开元二十六年
0958-12C-10	0739-01-23	正朔一	开元二十七年	开元二十六年
0958-12C-11	0739-01-24	正朔一	开元二十七年	开元二十六年
0958-12C-12	0739-01-25	正朔一	开元二十七年	开元二十六年
0958-12C-13	0739-01-26	正朔一	开元二十七年	开元二十六年
0958-12C-14	0739-01-27	正朔一	开元二十七年	开元二十六年
0958-12C-15	0739-01-28	正朔一	开元二十七年	开元二十六年
0958-12C-16	0739-01-29	正朔一	开元二十七年	开元二十六年
0958-12C-17	0739-01-30	正朔一	开元二十七年	开元二十六年
0958-12C-18	0739-01-31	正朔一	开元二十七年	开元二十六年
0958-12C-19	0739-02-01	正朔一	开元二十七年	开元二十六年
0958-12C-20	0739-02-02	正朔一	开元二十七年	开元二十六年
0958-12C-21	0739-02-03	正朔一	开元二十七年	开元二十六年
0958-12C-22	0739-02-04	正朔一	开元二十七年	开元二十六年
0958-12C-23	0739-02-05	正朔一	开元二十七年	开元二十六年
0958-12C-24	0739-02-06	正朔一	开元二十七年	开元二十六年
0958-12C-25	0739-02-07	正朔一	开元二十七年	开元二十六年
0958-12C-26	0739-02-08	正朔一	开元二十七年	开元二十六年
0958-12C-27	0739-02-09	正朔一	开元二十七年	开元二十六年
0958-12C-28	0739-02-10	正朔一	开元二十七年	开元二十六年
0958-12C-29	0739-02-11	正朔一	开元二十七年	开元二十六年
0958-12C-30	0739-02-12	正朔一	开元二十七年	开元二十六年
0959-11C-28	0740-01-01	正朔一	开元二十八年	开元二十七年
0959-11C-29	0740-01-02	正朔一	开元二十八年	开元二十七年
0959-11C-30	0740-01-03	正朔一	开元二十八年	开元二十七年
0959-12C-01	0740-01-04	正朔一	开元二十八年	开元二十七年
0959-12C-02	0740-01-05	正朔一	开元二十八年	开元二十七年
0959-12C-03	0740-01-06	正朔一	开元二十八年	开元二十七年
0959-12C-04	0740-01-07	正朔一	开元二十八年	开元二十七年
0959-12C-05	0740-01-08	正朔一	开元二十八年	开元二十七年
0959-12C-06	0740-01-09	正朔一	开元二十八年	开元二十七年
0959-12C-07	0740-01-10	正朔一	开元二十八年	开元二十七年
0959-12C-08	0740-01-11	正朔一	开元二十八年	开元二十七年
0959-12C-09	0740-01-12	正朔一	开元二十八年	开元二十七年
0959-12C-10	0740-01-13	正朔一	开元二十八年	开元二十七年
0959-12C-11	0740-01-14	正朔一	开元二十八年	开元二十七年
0959-12C-12	0740-01-15	正朔一	开元二十八年	开元二十七年
0959-12C-13	0740-01-16	正朔一	开元二十八年	开元二十七年
0959-12C-14	0740-01-17	正朔一	开元二十八年	开元二十七年
0959-12C-15	0740-01-18	正朔一	开元二十八年	开元二十七年
0959-12C-16	0740-01-19	正朔一	开元二十八年	开元二十七年
0959-12C-17	0740-01-20	正朔一	开元二十八年	开元二十七年
0959-12C-18	0740-01-21	正朔一	开元二十八年	开元二十七年
0959-12C-19	0740-01-22	正朔一	开元二十八年	开元二十七年
0959-12C-20	0740-01-23	正朔一	开元二十八年	开元二十七年
0959-12C-21	0740-01-24	正朔一	开元二十八年	开元二十七年
0959-12C-22	0740-01-25	正朔一	开元二十八年	开元二十七年
0959-12C-23	0740-01-26	正朔一	开元二十八年	开元二十七年
0959-12C-24	0740-01-27	正朔一	开元二十八年	开元二十七年
0959-12C-25	0740-01-28	正朔一	开元二十八年	开元二十七年
0959-12C-26	0740-01-29	正朔一	开元二十八年	开元二十七年
0959-12C-27	0740-01-30	正朔一	开元二十八年	开元二十七年
0959-12C-28	0740-01-31	正朔一	开元二十八年	开元二十七年
0959-12C-29	0740-02-01	正朔一	开元二十八年	开元二十七年
0960-12C-10	0741-01-01	正朔一	开元二十九年	开元二十八年
0960-12C-11	0741-01-02	正朔一	开元二十九年	开元二十八年
0960-12C-12	0741-01-03	正朔一	开元二十九年	开元二十八年
0960-12C-13	0741-01-04	正朔一	开元二十九年	开元二十八年
0960-12C-14	0741-01-05	正朔一	开元二十九年	开元二十八年
0960-12C-15	0741-01-06	正朔一	开元二十九年	开元二十八年
0960-12C-16	0741-01-07	正朔一	开元二十九年	开元二十八年
0960-12C-17	0741-01-08	正朔一	开元二十九年	开元二十八年
0960-12C-18	0741-01-09	正朔一	开元二十九年	开元二十八年
0960-12C-19	0741-01-10	正朔一	开元二十九年	开元二十八年
0960-12C-20	0741-01-11	正朔一	开元二十九年	开元二十八年
0960-12C-21	0741-01-12	正朔一	开元二十九年	开元二十八年
0960-12C-22	0741-01-13	正朔一	开元二十九年	开元二十八年
0960-12C-23	0741-01-14	正朔一	开元二十九年	开元二十八年
0960-12C-24	0741-01-15	正朔一	开元二十九年	开元二十八年
0960-12C-25	0741-01-16	正朔一	开元二十九年	开元二十八年
0960-12C-26	0741-01-17	正朔一	开元二十九年	开元二十八年
0960-12C-27	0741-01-18	正朔一	开元二十九年	开元二十八年
0960-12C-28	0741-01-19	正朔一	开元二十九年	开元二十八年
0960-12C-29	0741-01-20	正朔一	开元二十九年	开元二十八年
0960-12C-30	0741-01-21	正朔一	开元二十九年	开元二十八年
0962-12C-01	0743-01-01	正朔一	天宝二年	天宝元年
0962-12C-02	0743-01-02	正朔一	天宝二年	天宝元年
0962-12C-03	0743-01-03	正朔一	天宝二年	天宝元年
0962-12C-04	0743-01-04	正朔一	天宝二年	天宝元年
0962-12C-05	0743-01-05	正朔一	天宝二年	天宝元年
0962-12C-06	0743-01-06	正朔一	天宝二年	天宝元年
0962-12C-07	0743-01-07	正朔一	天宝二年	天宝元年
0962-12C-08	0743-01-08	正朔一	天宝二年	天宝元年
0962-12C-09	0743-01-09	正朔一	天宝二年	天宝元年
0962-12C-10	0743-01-10	正朔一	天宝二年	天宝元年
0962-12C-11	0743-01-11	正朔一	天宝二年	天宝元年
0962-12C-12	0743-01-12	正朔一	天宝二年	天宝元年
0962-12C-13	0743-01-13	正朔一	天宝二年	天宝元年
0962-12C-14	0743-01-14	正朔一	天宝二年	天宝元年
0962-12C-15	0743-01-15	正朔一	天宝二年	天宝元年
0962-12C-16	0743-01-16	正朔一	天宝二年	天宝元年
0962-12C-17	0743-01-17	正朔一	天宝二年	天宝元年
0962-12C-18	0743-01-18	正朔一	天宝二年	天宝元年
0962-12C-19	0743-01-19	正朔一	天宝二年	天宝元年
0962-12C-20	0743-01-20	正朔一	天宝二年	天宝元年
0962-12C-21	0743-01-21	正朔一	天宝二年	天宝元年
0962-12C-22	0743-01-22	正朔一	天宝二年	天宝元年
0962-12C-23	0743-01-23	正朔一	天宝二年	天宝元年
0962-12C-24	0743-01-24	正朔一	天宝二年	天宝元年
0962-12C-25	0743-01-25	正朔一	天宝二年	天宝元年
0962-12C-26	0743-01-26	正朔一	天宝二年	天宝元年
0962-12C-27	0743-01-27	正朔一	天宝二年	天宝元年
0962-12C-28	0743-01-28	正朔一	天宝二年	天宝元年
0962-12C-29	0743-01-29	正朔一	天宝二年	天宝元年
0964-11C-24	0745-01-01	正朔一	天宝四载	天宝三载
0964-11C-25	0745-01-02	正朔一	天宝四载	天宝三载
0964-11C-26	0745-01-03	正朔一	天宝四载	天宝三载
0964-11C-27	0745-01-04	正朔一	天宝四载	天宝三载
0964-11C-28	0745-01-05	正朔一	天宝四载	天宝三载
0964-11C-29	0745-01-06	正朔一	天宝四载	天宝三载
0964-11C-30	0745-01-07	正朔一	天宝四载	天宝三载
0964-12C-01	0745-01-08	正朔一	天宝四载	天宝三载
0964-12C-02	0745-01-09	正朔一	天宝四载	天宝三载
0964-12C-03	0745-01-10	正朔一	天宝四载	天宝三载
0964-12C-04	0745-01-11	正朔一	天宝四载	天宝三载
0964-12C-05	0745-01-12	正朔一	天宝四载	天宝三载
0964-12C-06	0745-01-13	正朔一	天宝四载	天宝三载
0964-12C-07	0745-01-14	正朔一	天宝四载	天宝三载
0964-12C-08	0745-01-15	正朔一	天宝四载	天宝三载
0964-12C-09	0745-01-16	正朔一	天宝四载	天宝三载
0964-12C-10	0745-01-17	正朔一	天宝四载	天宝三载
0964-12C-11	0745-01-18	正朔一	天宝四载	天宝三载
0964-12C-12	0745-01-19	正朔一	天宝四载	天宝三载
0964-12C-13	0745-01-20	正朔一	天宝四载	天宝三载
0964-12C-14	0745-01-21	正朔一	天宝四载	天宝三载
0964-12C-15	0745-01-22	正朔一	天宝四载	天宝三载
0964-12C-16	0745-01-23	正朔一	天宝四载	天宝三载
0964-12C-17	0745-01-24	正朔一	天宝四载	天宝三载
0964-12C-18	0745-01-25	正朔一	天宝四载	天宝三载
0964-12C-19	0745-01-26	正朔一	天宝四载	天宝三载
0964-12C-20	0745-01-27	正朔一	天宝四载	天宝三载
0964-12C-21	0745-01-28	正朔一	天宝四载	天宝三载
0964-12C-22	0745-01-29	正朔一	天宝四载	天宝三载
0964-12C-23	0745-01-30	正朔一	天宝四载	天宝三载
0964-12C-24	0745-01-31	正朔一	天宝四载	天宝三载
0964-12C-25	0745-02-01	正朔一	天宝四载	天宝三载
0964-12C-26	0745-02-02	正朔一	天宝四载	天宝三载
0964-12C-27	0745-02-03	正朔一	天宝四载	天宝三载
0964-12C-28	0745-02-04	正朔一	天宝四载	天宝三载
0964-12C-29	0745-02-05	正朔一	天宝四载	天宝三载
0965-12C-05	0746-01-01	正朔一	天宝五载	天宝四载
0965-12C-06	0746-01-02	正朔一	天宝五载	天宝四载
0965-12C-07	0746-01-03	正朔一	天宝五载	天宝四载
0965-12C-08	0746-01-04	正朔一	天宝五载	天宝四载
0965-12C-09	0746-01-05	正朔一	天宝五载	天宝四载
0965-12C-10	0746-01-06	正朔一	天宝五载	天宝四载
0965-12C-11	0746-01-07	正朔一	天宝五载	天宝四载
0965-12C-12	0746-01-08	正朔一	天宝五载	天宝四载
0965-12C-13	0746-01-09	正朔一	天宝五载	天宝四载
0965-12C-14	0746-01-10	正朔一	天宝五载	天宝四载
0965-12C-15	0746-01-11	正朔一	天宝五载	天宝四载
0965-12C-16	0746-01-12	正朔一	天宝五载	天宝四载
0965-12C-17	0746-01-13	正朔一	天宝五载	天宝四载
0965-12C-18	0746-01-14	正朔一	天宝五载	天宝四载
0965-12C-19	0746-01-15	正朔一	天宝五载	天宝四载
0965-12C-20	0746-01-16	正朔一	天宝五载	天宝四载
0965-12C-21	0746-01-17	正朔一	天宝五载	天宝四载
0965-12C-22	0746-01-18	正朔一	天宝五载	天宝四载
0965-12C-23	0746-01-19	正朔一	天宝五载	天宝四载
0965-12C-24	0746-01-20	正朔一	天宝五载	天宝四载
0965-12C-25	0746-01-21	正朔一	天宝五载	天宝四载
0965-12C-26	0746-01-22	正朔一	天宝五载	天宝四载
0965-12C-27	0746-01-23	正朔一	天宝五载	天宝四载
0965-12C-28	0746-01-24	正朔一	天宝五载	天宝四载
0965-12C-29	0746-01-25	正朔一	天宝五载	天宝四载
0966-11C-16	0747-01-01	正朔一	天宝六载	天宝五载
0966-11C-17	0747-01-02	正朔一	天宝六载	天宝五载
0966-11C-18	0747-01-03	正朔一	天宝六载	天宝五载
0966-11C-19	0747-01-04	正朔一	天宝六载	天宝五载
0966-11C-20	0747-01-05	正朔一	天宝六载	天宝五载
0966-11C-21	0747-01-06	正朔一	天宝六载	天宝五载
0966-11C-22	0747-01-07	正朔一	天宝六载	天宝五载
0966-11C-23	0747-01-08	正朔一	天宝六载	天宝五载
0966-11C-24	0747-01-09	正朔一	天宝六载	天宝五载
0966-11C-25	0747-01-10	正朔一	天宝六载	天宝五载
0966-11C-26	0747-01-11	正朔一	天宝六载	天宝五载
0966-11C-27	0747-01-12	正朔一	天宝六载	天宝五载
0966-11C-28	0747-01-13	正朔一	天宝六载	天宝五载
0966-11C-29	0747-01-14	正朔一	天宝六载	天宝五载
0966-11C-30	0747-01-15	正朔一	天宝六载	天宝五载
0966-12C-01	0747-01-16	正朔一	天宝六载	天宝五载
0966-12C-02	0747-01-17	正朔一	天宝六载	天宝五载
0966-12C-03	0747-01-18	正朔一	天宝六载	天宝五载
0966-12C-04	0747-01-19	正朔一	天宝六载	天宝五载
0966-12C-05	0747-01-20	正朔一	天宝六载	天宝五载
0966-12C-06	0747-01-21	正朔一	天宝六载	天宝五载
0966-12C-07	0747-01-22	正朔一	天宝六载	天宝五载
0966-12C-08	0747-01-23	正朔一	天宝六载	天宝五载
0966-12C-09	0747-01-24	正朔一	天宝六载	天宝五载
0966-12C-10	0747-01-25	正朔一	天宝六载	天宝五载
